,0
1231,0
1232,0
1233,0
1234,1
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,1
1243,1
1244,0
1245,1
1246,1
1247,0
1248,1
1249,0
1250,0
1251,1
1252,0
1253,0
1254,1
1255,1
1256,0
1257,1
1258,0
1259,0
1260,1
1261,1
1262,1
1263,1
1264,0
1265,0
1266,1
1267,1
1268,0
1269,0
1270,1
1271,1
1272,0
1273,0
1274,1
1275,0
1276,0
1277,0
1278,1
1279,0
1280,1
1281,0
1282,0
1283,1
1284,0
1285,0
1286,0
1287,1
1288,0
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,0
1296,0
1297,0
1298,1
1299,0
1300,1
1301,0
1302,1
1303,1
1304,0
1305,0
1306,0
1307,1
1308,1
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,1
1317,1
1318,1
1319,0
1320,1
1321,1
1322,0
1323,0
1324,0
1325,1
1326,1
1327,1
1328,0
1329,0
1330,1
1331,1
1332,1
1333,1
1334,0
1335,1
1336,0
1337,1
1338,1
1339,1
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,1
1347,0
1348,0
1349,1
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,1
1357,0
1358,0
1359,1
1360,1
1361,0
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,0
1370,1
1371,1
1372,0
1373,1
1374,0
1375,1
1376,1
1377,1
1378,0
1379,0
1380,0
1381,1
1382,1
1383,0
1384,1
1385,1
1386,1
1387,1
1388,1
1389,0
1390,0
1391,1
1392,1
1393,1
1394,0
1395,0
1396,0
1397,0
1398,0
1399,1
1400,1
1401,0
1402,0
1403,1
1404,0
1405,0
1406,0
1407,1
1408,1
1409,0
1410,1
1411,1
1412,1
1413,1
1414,0
1415,1
1416,0
1417,1
1418,1
1419,1
1420,1
1421,0
1422,0
1423,0
1424,0
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,0
1434,0
1435,0
1436,1
1437,0
1438,1
1439,0
1440,0
1441,1
1442,1
1443,0
1444,1
1445,1
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,1
1453,1
1454,1
1455,0
1456,0
1457,0
1458,0
1459,1
1460,0
1461,1
1462,1
1463,0
1464,1
1465,0
1466,1
1467,1
1468,0
1469,1
1470,0
1471,0
1472,1
1473,0
1474,0
1475,0
1476,1
1477,0
1478,1
1479,0
1480,0
1481,1
1482,1
1483,0
1484,0
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,0
1492,0
1493,0
1494,1
1495,0
1496,0
1497,0
1498,1
1499,1
1500,0
1501,0
1502,1
1503,0
1504,0
1505,1
1506,1
1507,1
1508,1
1509,1
1510,0
1511,0
1512,1
1513,0
1514,1
1515,1
1516,1
1517,0
1518,0
1519,0
1520,1
1521,0
1522,0
1523,1
1524,0
1525,0
1526,1
1527,0
1528,1
1529,1
1530,1
1531,0
1532,0
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,1
1540,1
1541,0
1542,1
1543,1
1544,0
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,1
1552,0
1553,0
1554,0
1555,1
1556,0
1557,0
1558,1
1559,1
1560,1
1561,0
1562,1
1563,0
1564,0
1565,1
1566,0
1567,1
1568,1
1569,1
1570,1
1571,1
1572,0
1573,1
1574,0
1575,1
1576,1
1577,0
1578,1
1579,1
1580,0
1581,1
1582,1
1583,1
1584,1
1585,1
1586,0
1587,0
1588,1
1589,0
1590,1
1591,1
1592,0
1593,1
1594,1
1595,0
1596,0
1597,1
1598,1
1599,1
1600,0
1601,0
1602,1
1603,1
1604,1
1605,1
1606,0
1607,1
1608,1
1609,0
1610,0
1611,1
1612,1
1613,1
1614,1
1615,0
1616,1
1617,0
1618,0
1619,0
1620,0
1621,0
1622,1
1623,1
1624,1
1625,0
1626,0
1627,1
1628,1
1629,0
1630,0
1631,0
1632,1
1633,1
1634,1
1635,1
1636,1
1637,0
1638,1
1639,0
1640,1
1641,1
1642,1
1643,0
1644,0
1645,1
1646,1
1647,0
1648,0
1649,0
1650,1
1651,0
1652,0
1653,1
1654,1
1655,1
1656,1
1657,0
1658,1
1659,1
1660,0
1661,0
1662,0
1663,0
1664,1
1665,1
1666,0
1667,0
1668,0
1669,1
1670,1
1671,0
1672,1
1673,1
1674,0
1675,0
1676,0
1677,1
1678,1
1679,0
1680,1
1681,0
1682,0
1683,1
1684,1
1685,0
1686,1
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,1
1700,0
1701,0
1702,0
1703,1
1704,1
1705,0
1706,1
1707,1
1708,0
1709,1
1710,1
1711,0
1712,1
1713,0
1714,0
1715,0
1716,0
1717,1
1718,1
1719,0
1720,1
1721,0
1722,1
1723,0
1724,0
1725,1
1726,1
1727,1
1728,0
1729,0
1730,0
1731,1
1732,0
1733,0
1734,1
1735,0
1736,1
1737,1
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,1
1747,1
1748,0
1749,1
1750,1
1751,0
1752,1
1753,0
1754,1
1755,1
1756,0
1757,1
1758,1
1759,0
1760,0
1761,1
1762,0
1763,1
1764,0
1765,0
1766,1
1767,0
1768,1
1769,1
1770,0
1771,0
1772,0
1773,1
1774,1
1775,0
1776,0
1777,0
1778,1
1779,0
1780,0
1781,1
1782,0
1783,1
1784,1
1785,1
1786,0
1787,0
1788,1
1789,1
1790,1
1791,1
1792,0
1793,0
1794,0
1795,1
1796,0
1797,0
1798,1
1799,1
1800,0
1801,0
1802,0
1803,1
1804,0
1805,1
1806,0
1807,0
1808,0
1809,1
1810,1
1811,1
1812,0
1813,1
1814,1
1815,1
1816,0
1817,0
1818,0
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,0
1826,1
1827,0
1828,1
1829,0
1830,1
1831,0
1832,0
1833,1
1834,0
1835,1
1836,0
1837,1
1838,1
1839,1
1840,1
1841,1
1842,0
1843,1
1844,0
1845,0
1846,0
1847,1
1848,1
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,1
1856,0
1857,1
1858,1
1859,0
1860,1
1861,1
1862,0
1863,0
1864,1
1865,0
1866,0
1867,1
1868,0
1869,0
1870,1
1871,0
1872,0
1873,1
1874,1
1875,0
1876,0
1877,1
1878,0
1879,0
1880,1
1881,0
1882,0
1883,1
1884,1
1885,1
1886,1
1887,1
1888,0
1889,1
1890,0
1891,0
1892,0
1893,1
1894,1
1895,1
1896,1
1897,1
1898,0
1899,1
1900,1
1901,1
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,1
1909,1
1910,0
1911,1
1912,1
1913,0
1914,1
1915,1
1916,1
1917,1
1918,0
1919,1
1920,0
1921,0
1922,0
1923,0
1924,1
1925,0
1926,0
1927,1
1928,0
1929,0
1930,1
1931,0
1932,1
1933,1
1934,1
1935,0
1936,1
1937,1
1938,0
1939,0
1940,0
1941,0
1942,1
1943,0
1944,0
1945,1
1946,1
1947,1
1948,0
1949,0
1950,1
1951,1
1952,0
1953,1
1954,0
1955,0
1956,0
1957,0
1958,1
1959,1
1960,1
1961,0
1962,0
1963,0
1964,1
1965,1
1966,1
1967,0
1968,1
1969,1
1970,0
1971,1
1972,0
1973,0
1974,1
1975,1
1976,0
1977,0
1978,1
1979,0
1980,0
1981,1
1982,0
1983,0
1984,1
1985,0
1986,0
1987,0
1988,0
1989,0
1990,1
1991,0
1992,1
1993,1
1994,0
1995,1
1996,0
1997,1
1998,0
1999,0
2000,1
2001,0
2002,0
2003,0
2004,1
2005,0
2006,0
2007,0
2008,0
2009,1
2010,1
2011,1
2012,1
2013,0
2014,0
2015,0
2016,1
2017,0
2018,1
2019,1
2020,0
2021,0
2022,0
2023,1
2024,0
2025,0
2026,0
2027,1
2028,0
2029,0
2030,1
2031,1
2032,0
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,1
2040,0
2041,1
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,1
2050,1
2051,0
2052,0
2053,1
2054,1
2055,1
2056,0
2057,0
2058,1
2059,1
2060,0
2061,1
2062,1
2063,1
2064,0
2065,0
2066,1
2067,0
2068,1
2069,1
2070,0
2071,1
2072,0
2073,1
2074,1
2075,1
2076,0
2077,0
2078,0
2079,1
2080,0
2081,1
2082,0
2083,1
2084,1
2085,1
2086,1
2087,0
2088,0
2089,0
2090,1
2091,1
2092,0
2093,0
2094,0
2095,1
2096,1
2097,1
2098,0
2099,1
2100,1
2101,0
2102,0
2103,0
2104,1
2105,1
2106,0
2107,0
2108,0
2109,1
2110,1
2111,0
2112,0
2113,1
2114,0
2115,1
2116,0
2117,0
2118,0
2119,1
2120,0
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,0
2129,1
2130,0
2131,1
2132,0
2133,0
2134,1
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,1
2142,1
2143,0
2144,1
2145,1
2146,1
2147,0
2148,1
2149,1
2150,1
2151,0
2152,1
2153,1
2154,0
2155,1
2156,1
2157,1
2158,0
2159,0
2160,0
2161,1
2162,0
2163,0
2164,1
2165,0
2166,1
2167,0
2168,0
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,1
2178,0
2179,1
2180,1
2181,0
2182,0
2183,1
2184,0
2185,0
2186,0
2187,0
2188,0
2189,1
2190,0
2191,0
2192,0
2193,0
2194,1
2195,0
2196,0
2197,1
2198,1
2199,1
2200,0
2201,0
2202,1
2203,1
2204,1
2205,0
2206,0
2207,0
2208,0
2209,1
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,1
2219,0
2220,0
2221,1
2222,0
2223,1
2224,0
2225,1
2226,1
2227,0
2228,1
2229,0
2230,1
2231,0
2232,1
2233,1
2234,0
2235,1
2236,0
2237,0
2238,1
2239,0
2240,0
2241,0
2242,0
2243,1
2244,1
2245,0
2246,0
2247,1
2248,1
2249,0
2250,1
2251,0
2252,1
2253,1
2254,1
2255,1
2256,0
2257,0
2258,0
2259,0
2260,1
2261,0
2262,0
2263,0
2264,1
2265,1
2266,1
2267,1
2268,0
2269,0
2270,0
2271,1
2272,0
2273,0
2274,0
2275,0
2276,1
2277,0
2278,0
2279,0
2280,1
2281,1
2282,1
2283,1
2284,0
2285,0
2286,1
2287,0
2288,0
2289,0
2290,1
2291,1
2292,1
2293,0
2294,1
2295,0
2296,1
2297,0
2298,0
2299,1
2300,1
2301,0
2302,0
2303,1
2304,1
2305,0
2306,1
2307,0
2308,1
2309,0
2310,1
2311,0
2312,0
2313,1
2314,1
2315,1
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,1
2323,1
2324,1
2325,0
2326,1
2327,0
2328,1
2329,0
2330,1
2331,1
2332,0
2333,0
2334,0
2335,1
2336,0
2337,1
2338,0
2339,0
2340,1
2341,0
2342,0
2343,0
2344,0
2345,1
2346,0
2347,1
2348,0
2349,0
2350,0
2351,1
2352,1
2353,0
2354,1
2355,1
2356,0
2357,1
2358,1
2359,1
2360,0
2361,1
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,1
2370,1
2371,1
2372,1
2373,0
2374,1
2375,0
2376,0
2377,1
2378,0
2379,1
2380,0
2381,0
2382,1
2383,1
2384,0
2385,0
2386,0
2387,1
2388,0
2389,0
2390,1
2391,0
2392,1
2393,1
2394,1
2395,1
2396,1
2397,0
2398,0
2399,1
2400,0
2401,1
2402,0
2403,1
2404,0
2405,0
2406,1
2407,1
2408,0
2409,0
2410,0
2411,1
2412,0
2413,0
2414,0
2415,1
2416,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,0
2424,0
2425,0
2426,0
2427,1
2428,1
2429,0
2430,0
2431,1
2432,0
2433,0
2434,1
2435,1
2436,0
2437,1
2438,0
2439,1
2440,1
2441,0
2442,0
2443,1
2444,0
2445,0
2446,0
2447,0
2448,1
2449,1
2450,0
2451,0
2452,1
2453,0
2454,0
2455,1
2456,0
2457,0
2458,1
2459,0
2460,0
2461,0
2462,1
2463,0
2464,1
2465,1
2466,0
2467,1
2468,1
2469,0
2470,1
2471,0
2472,1
2473,1
2474,1
2475,1
2476,0
2477,1
2478,0
2479,0
2480,1
2481,1
2482,1
2483,0
2484,1
2485,1
2486,0
2487,0
2488,1
2489,1
2490,0
2491,1
2492,0
2493,0
2494,0
2495,0
2496,1
2497,0
2498,0
2499,0
2500,0
2501,0
2502,1
2503,1
2504,0
2505,1
2506,0
2507,1
2508,1
2509,0
2510,1
2511,1
2512,0
2513,0
2514,1
2515,0
2516,0
2517,1
2518,0
2519,1
2520,0
2521,0
2522,1
2523,0
2524,1
2525,0
2526,1
2527,1
2528,1
2529,0
2530,0
2531,0
2532,0
2533,0
2534,1
2535,1
2536,0
2537,1
2538,1
2539,1
2540,0
2541,0
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,0
2549,0
2550,1
2551,1
2552,0
2553,1
2554,0
2555,1
2556,1
2557,1
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,1
2565,0
2566,1
2567,0
2568,1
2569,0
2570,1
2571,1
2572,1
2573,0
2574,1
2575,0
2576,0
2577,1
2578,1
2579,0
2580,0
2581,1
2582,0
2583,0
2584,1
2585,1
2586,1
2587,0
2588,1
2589,1
2590,1
2591,0
2592,0
2593,0
2594,1
2595,0
2596,0
2597,1
2598,0
2599,1
2600,1
2601,0
2602,1
2603,0
2604,0
2605,0
2606,1
2607,0
2608,1
2609,1
2610,1
2611,0
2612,1
2613,0
2614,0
2615,1
2616,1
2617,0
2618,1
2619,0
2620,1
2621,1
2622,1
2623,1
2624,0
2625,1
2626,0
2627,1
2628,1
2629,1
2630,1
2631,1
2632,0
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,0
2640,1
2641,1
2642,1
2643,1
2644,0
2645,1
2646,1
2647,1
2648,0
2649,1
2650,1
2651,1
2652,1
2653,0
2654,1
2655,0
2656,0
2657,0
2658,1
2659,0
2660,1
2661,1
2662,1
2663,0
2664,1
2665,1
2666,1
2667,1
2668,1
2669,0
2670,0
2671,0
2672,0
2673,1
2674,1
2675,1
2676,1
2677,1
2678,1
2679,0
2680,0
2681,1
2682,1
2683,0
2684,0
2685,0
2686,1
2687,1
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,1
2695,0
2696,0
2697,0
2698,0
2699,0
2700,1
2701,1
2702,0
2703,0
2704,0
2705,1
2706,1
2707,1
2708,1
2709,1
2710,0
2711,1
2712,0
2713,1
2714,0
2715,0
2716,0
2717,1
2718,1
2719,0
2720,1
2721,1
2722,1
2723,1
2724,0
2725,0
2726,1
2727,1
2728,0
2729,0
2730,0
2731,1
2732,0
2733,1
2734,0
2735,1
2736,0
2737,1
2738,0
2739,1
2740,0
2741,0
2742,1
2743,1
2744,0
2745,0
2746,1
2747,0
2748,0
2749,0
2750,1
2751,1
2752,0
2753,1
2754,0
2755,1
2756,0
2757,1
2758,0
2759,0
2760,0
2761,1
2762,1
2763,0
2764,1
2765,1
2766,1
2767,0
2768,1
2769,1
2770,0
2771,0
2772,1
2773,0
2774,1
2775,0
2776,1
2777,0
2778,1
2779,1
2780,0
2781,1
2782,1
2783,0
2784,1
2785,0
2786,1
2787,1
2788,1
2789,1
2790,1
2791,0
2792,0
2793,1
2794,0
2795,1
2796,0
2797,1
2798,1
2799,0
2800,0
2801,1
2802,0
2803,0
2804,0
2805,1
2806,0
2807,0
2808,0
2809,1
2810,1
2811,0
2812,0
2813,1
2814,1
2815,1
2816,1
2817,1
2818,0
2819,1
2820,1
2821,0
2822,0
2823,0
2824,1
2825,1
2826,1
2827,1
2828,0
2829,1
2830,1
2831,1
2832,0
2833,1
2834,1
2835,0
2836,0
2837,0
2838,0
2839,1
2840,0
2841,1
2842,1
2843,1
2844,0
2845,0
2846,0
2847,1
2848,1
2849,1
2850,0
2851,0
2852,0
2853,0
2854,1
2855,1
2856,1
2857,0
2858,0
2859,1
2860,0
2861,1
2862,1
2863,1
2864,1
2865,0
2866,0
2867,0
2868,1
2869,1
2870,0
2871,1
2872,0
2873,0
2874,1
2875,1
2876,1
2877,1
2878,1
2879,0
2880,1
2881,1
2882,1
2883,1
2884,0
2885,0
2886,1
2887,1
2888,1
2889,1
2890,0
2891,1
2892,1
2893,1
2894,0
2895,1
2896,0
2897,1
2898,1
2899,1
2900,0
2901,1
2902,1
2903,1
2904,1
2905,0
2906,0
2907,0
2908,0
2909,1
2910,0
2911,1
2912,0
2913,1
2914,0
2915,0
2916,1
2917,0
2918,0
2919,1
2920,0
2921,0
2922,1
2923,0
2924,0
2925,0
2926,1
2927,0
2928,1
2929,0
2930,0
2931,0
2932,0
2933,1
2934,1
2935,1
2936,0
2937,0
2938,0
2939,1
2940,0
2941,0
2942,0
2943,0
2944,0
2945,1
2946,1
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,1
2957,0
2958,1
2959,1
2960,1
2961,0
2962,0
2963,1
2964,0
2965,0
2966,1
2967,0
2968,1
2969,0
2970,0
2971,1
2972,1
2973,0
2974,0
2975,0
2976,0
2977,0
2978,1
2979,0
2980,1
2981,1
2982,1
2983,0
2984,0
2985,0
2986,0
2987,1
2988,1
2989,1
2990,0
2991,1
2992,1
2993,0
2994,1
2995,1
2996,1
2997,0
